Date,combined_nav
2024-09-13,166645440.69520375
2024-09-16,166463579.16484597
2024-09-17,167145233.2036302
2024-09-18,166564545.24441358
2024-09-19,170500188.51218176
2024-09-20,169979552.9372196
2024-09-23,170934260.22919738
2024-09-24,170848693.0990828
2024-09-25,170850403.5860138
2024-09-26,170970138.868524
2024-09-27,171023201.61157322
2024-09-30,171875893.15559885
2024-10-01,170098349.17930153
2024-10-02,169313273.78958496
2024-10-03,168997979.10033634
2024-10-04,171581632.24119845
2024-10-07,169047853.16564077
2024-10-08,171149911.50195804
2024-10-09,171617696.76035836
2024-10-10,171569587.8052655
2024-10-11,171358311.212265
2024-10-14,172487164.90004173
2024-10-15,172081350.0625266
2024-10-16,172739464.81976548
2024-10-17,172995415.2276987
2024-10-18,173717640.10919824
2024-10-21,173813294.81125832
2024-10-22,174453663.73616374
2024-10-23,172001526.29730797
2024-10-24,176006933.79898337
2024-10-25,176924971.92407608
2024-10-28,177293391.86567816
2024-10-29,177921718.47288266
2024-10-30,178634205.34677422
2024-10-31,173882580.51071042
2024-11-01,175353578.31602594
2024-11-04,173861372.90033972
2024-11-05,176192054.6834753
2024-11-06,184023861.91142157
2024-11-07,185908472.0187754
2024-11-08,186664072.41517162
2024-11-11,187822629.66414568
2024-11-12,187360093.99517187
2024-11-13,187579539.30514622
2024-11-14,186035991.49205792
2024-11-15,183976221.42615578
2024-11-18,185503042.30177858
2024-11-19,187334074.2988741
2024-11-20,186263254.73462754
2024-11-21,185485702.96238416
2024-11-22,185572975.24277648
2024-11-25,185714162.70396098
2024-11-26,187324179.35297728
2024-11-27,186527201.59072712
2024-11-29,188131188.2523915
2024-12-02,190300763.54105905
2024-12-03,190744630.3201097
2024-12-04,192293191.27200583
2024-12-05,192995791.4201486
2024-12-06,195215611.06356612
2024-12-09,194451536.0243076
2024-12-10,195763487.37711143
2024-12-11,199451520.20954865
2024-12-12,198287551.84672698
2024-12-13,197886606.99199662
2024-12-16,200194315.96345335
2024-12-17,200973849.8525512
2024-12-18,194081633.7566028
2024-12-19,194878188.45500487
2024-12-20,195939413.8002001
2024-12-23,198081256.1988983
2024-12-24,201414364.11560175
2024-12-26,200698633.12299138
2024-12-27,197592740.25490993
2024-12-30,195237028.71847397
2024-12-31,193550407.16063353
2025-01-02,192692092.85691193
2025-01-03,196395621.03976467
2025-01-06,198807849.3099226
2025-01-07,195733178.0380843
2025-01-08,195043493.25139025
2025-01-10,192815764.99339187
2025-01-13,192819625.3086917
2025-01-14,191898921.69596925
2025-01-15,197650363.4115466
2025-01-16,195618440.17931
2025-01-17,198432351.16468668
2025-01-21,199554623.94876716
2025-01-22,201174633.94899166
2025-01-23,202201644.5821315
2025-01-24,201677424.3226638
2025-01-27,198758276.7669581
2025-01-28,202681733.98480248
2025-01-29,201395463.79133886
2025-01-30,202189749.91867673
2025-01-31,201936762.73127842
2025-02-03,199539420.72528544
2025-02-04,202167991.50203022
2025-02-05,201164246.26418018
2025-02-06,202442909.22795773
2025-02-07,199644410.6515196
2025-02-10,200295903.43024358
2025-02-11,199762584.32711914
2025-02-12,199856566.74175286
2025-02-13,203155499.52732435
2025-02-14,203590680.29631284
2025-02-18,203144378.7064639
2025-02-19,203827615.8189176
2025-02-20,202170911.578468
2025-02-21,198580851.60706595
2025-02-24,196644726.11241314
2025-02-25,193524737.2035314
2025-02-26,193028801.87629038
2025-02-27,189164225.83876455
2025-02-28,192972340.4203821
2025-03-03,188537103.48433015
2025-03-04,186294906.6949363
2025-03-05,188780883.80117983
2025-03-06,184069590.36801642
2025-03-07,184296241.96416909
2025-03-10,176064019.64772788
2025-03-11,175834876.42218584
2025-03-12,178686641.42022523
2025-03-13,175137530.45444798
2025-03-14,179410506.07162288
2025-03-17,178140659.79369652
2025-03-18,175151670.33555415
2025-03-19,177788959.4574009
2025-03-20,177696405.19848308
2025-03-21,179676392.18834218
2025-03-24,185290334.38854036
2025-03-25,186959747.39803717
2025-03-26,182980731.1683549
2025-03-27,182603378.86214808
2025-03-28,177486712.28779656
2025-03-31,177769234.16033414
2025-04-01,178183902.4759277
2025-04-02,179924929.36409274
2025-04-03,170387314.35426402
2025-04-04,160054840.72382626
2025-04-07,160426631.95430556
2025-04-08,157551415.2423235
2025-04-09,176454767.3308111
2025-04-10,168975204.48202458
2025-04-11,172715668.25312215
2025-04-14,172892042.23474032
2025-04-15,172087164.23834878
2025-04-16,166825514.2425096
2025-04-17,166436344.79432455
2025-04-21,161803854.4090423
2025-04-22,166411244.02843547
2025-04-23,170778124.73442078
2025-04-24,174604615.16597712
2025-04-25,178193353.9153346
2025-04-28,177925763.8844616
2025-04-29,179030143.62054527
2025-04-30,178216438.76850802
2025-05-01,181374409.7347106
2025-05-02,183976371.026209
2025-05-05,182543478.8596251
