Date,nav
2024-03-07,138657216.69059557
2024-03-08,137928885.54410014
2024-03-11,137528810.12537634
2024-03-12,139699062.70360535
2024-03-13,138921782.12740827
2024-03-14,138554361.25905302
2024-03-15,137778837.70587707
2024-03-18,139785803.72470385
2024-03-19,140006782.6518054
2024-03-20,141335479.2161942
2024-03-21,140878175.09004408
2024-03-22,141148551.44315296
2024-03-25,140799552.5970556
2024-03-26,140656217.8510181
2024-03-27,140865138.17101496
2024-03-28,140256754.9673168
2024-04-01,140826458.00232285
2024-04-02,140137746.35113403
2024-04-03,140200191.12202388
2024-04-04,139497130.56299704
2024-04-05,140487292.64433774
2024-04-08,140967777.57039312
2024-04-09,141150376.17029262
2024-04-10,140851524.00207058
2024-04-11,142720591.31688243
2024-04-12,140870867.64788365
2024-04-15,138656551.44046792
2024-04-16,137828510.39730346
2024-04-17,137028310.8417465
2024-04-18,136643117.01065862
2024-04-19,134408835.95766324
2024-04-22,135197632.14388642
2024-04-23,136834799.73201814
2024-04-24,138076327.94526634
2024-04-25,137117534.36460266
2024-04-26,139478998.5877167
2024-04-29,140939696.19382715
2024-04-30,138550356.3184744
2024-05-01,139357057.47549617
2024-05-02,140499167.39154482
2024-05-03,142097375.02134743
2024-05-06,143566708.64483434
2024-05-07,143156619.82537836
2024-05-08,143235503.81718126
2024-05-09,143258143.96295893
2024-05-10,143033700.47756326
2024-05-13,143424845.61049277
2024-05-14,144447800.91776222
2024-05-15,145330427.8756706
2024-05-16,145231748.7407313
2024-05-17,145498213.43839994
2024-05-20,144801879.56132466
2024-05-21,146084982.74157673
2024-05-22,145673308.26663107
2024-05-23,145466160.93763232
2024-05-24,146894769.1579818
2024-05-28,147465620.23583293
2024-05-29,147447887.42375377
2024-05-30,146475966.52705866
2024-05-31,146240942.50570437
2024-06-03,147401292.88645995
2024-06-04,147562530.99181008
2024-06-05,148883864.1146335
2024-06-06,149447463.20917913
2024-06-07,149755952.1898135
2024-06-10,149636054.0532896
2024-06-11,150273703.80976254
2024-06-12,151286366.47990364
2024-06-13,151900053.90341094
2024-06-14,151844114.71122706
2024-06-17,153044727.53500974
2024-06-18,152770982.85818976
2024-06-20,152705941.68515122
2024-06-21,152541714.89279178
2024-06-24,151667211.83130345
2024-06-25,153611736.12577286
2024-06-26,155342888.83937183
2024-06-27,155497811.7263642
2024-06-28,154098946.7267024
2024-07-01,156647668.70554808
2024-07-02,159295938.8229802
2024-07-03,160986149.47036147
2024-07-05,162953496.45751828
2024-07-08,162532196.6081344
2024-07-09,163707373.35755357
2024-07-10,164855913.217862
2024-07-11,160333215.75208443
2024-07-12,160520560.07318896
2024-07-15,161270438.49626166
2024-07-16,160948698.13099885
2024-07-17,158709922.22795665
2024-07-18,158058222.17955506
2024-07-19,156837248.49805343
2024-07-22,158997519.3694044
2024-07-23,158799655.39829156
2024-07-24,152944288.62315738
2024-07-25,152240812.15032646
2024-07-26,153499188.767039
2024-07-29,154355314.06544155
2024-07-30,153271594.9537435
2024-07-31,155972764.83014202
2024-08-01,154542028.27321607
2024-08-02,151796231.61090368
2024-08-05,147209133.82505947
2024-08-06,148432109.059961
2024-08-07,147312346.9241312
2024-08-08,150036616.2243124
2024-08-09,150967150.72552812
2024-08-12,151321344.13204437
2024-08-13,153865219.01444313
