Date,combined_nav
2025-05-20,160505586.68364018
2025-05-21,162204186.45676172
2025-05-22,163308654.57624874
2025-05-23,162820491.026971
2025-05-27,163346796.49190226
2025-05-28,163690808.02525216
2025-05-29,164070994.49898288
2025-05-30,163590519.3804236
2025-06-02,163250305.70334542
2025-06-03,162204131.27263442
2025-06-04,162421166.42630786
2025-06-05,160464340.12680852
2025-06-06,161614646.96283275
2025-06-09,162794967.9512734
2025-06-10,163880348.66347003
2025-06-11,163227762.98621255
2025-06-12,162450138.27356794
2025-06-13,163054515.9115265
2025-06-16,163301723.792487
2025-06-17,163478814.68710285
2025-06-18,162970844.24503174
2025-06-20,162172110.92274106
2025-06-23,162769232.94678408
2025-06-24,161833878.1780735
2025-06-25,162278737.44282603
2025-06-26,162139633.7446072
2025-06-27,162617883.0373722
2025-06-30,161651850.6044137
2025-07-01,160194693.73349082
2025-07-02,161200864.75587925
2025-07-03,161193285.24715027
2025-07-07,160343382.5625839
2025-07-08,159668338.96629152
2025-07-09,160055645.2838545
2025-07-10,160923531.43762696
2025-07-11,161831985.1969471
2025-07-14,161837389.92231143
2025-07-15,162769816.75738618
2025-07-16,163915673.947228
2025-07-17,162843458.8197844
2025-07-18,164353200.90124983
2025-07-21,165197620.5413917
2025-07-22,165079462.78339115
2025-07-23,164541366.11674768
2025-07-24,163698106.64508903
2025-07-25,163753483.10110557
2025-07-28,164691869.0089935
2025-07-29,164210832.89784247
2025-07-30,164645697.5143826
2025-07-31,166731041.9062839
2025-08-01,166064225.45693678
2025-08-04,166235727.86618578
2025-08-05,166146774.80989325
2025-08-06,167559002.05221945
2025-08-07,167731841.88287944
2025-08-08,168909597.0106889
2025-08-11,169610386.8573705
2025-08-12,168797316.81189436
2025-08-13,167974931.42319518
2025-08-14,169049127.7983914
2025-08-15,169182955.815399
2025-08-18,168990566.9516513
2025-08-19,168070173.47853678
2025-08-20,167429952.6581666
2025-08-21,167554396.40414453
2025-08-22,168464869.42992106
2025-08-25,169908751.98162776
2025-08-26,169798161.1080759
2025-08-27,169334634.52235016
2025-08-28,169115933.46749485
2025-08-29,169113241.20304197
2025-09-02,169245374.8876774
2025-09-03,171283572.01341933
2025-09-04,171686028.3034429
2025-09-05,170968483.61272424
2025-09-08,170221207.93387842
2025-09-09,171137133.9869155
2025-09-10,169144512.16991717
2025-09-11,169825081.77686048
2025-09-12,172359253.67725962
2025-09-15,174012671.36930484
2025-09-16,175300783.84396338
2025-09-17,175660019.71305
2025-09-18,173760726.76953065
2025-09-19,175093827.5204246
2025-09-22,174778203.9370069
2025-09-23,173752472.75070536
2025-09-24,175102337.8935192
2025-09-25,175049620.57361096
2025-09-26,175221903.7908379
2025-09-29,175584180.4182573
2025-09-30,175243810.1159277
2025-10-01,175183755.27027267
2025-10-02,174127029.1884677
2025-10-03,173823794.4380647
2025-10-06,174922928.43276498
2025-10-07,174520467.81224543
2025-10-08,173945226.84457624
2025-10-09,175188455.2373663
2025-10-10,176324872.46700037
2025-10-13,176247592.7298234
2025-10-14,174578172.19095415
2025-10-15,174638147.95886043
2025-10-16,174932609.78093797
2025-10-17,175437510.6082878
2025-10-20,175539453.9091053
2025-10-21,174825671.8280275
2025-10-22,175304155.28175414
2025-10-23,175031624.05128026
2025-10-24,174344261.7383756
2025-10-27,175272343.79678255
2025-10-28,176373289.64005333
2025-10-29,177686930.796193
2025-10-30,176358218.83983833
2025-10-31,177405352.08956107
2025-11-03,178079106.72342634
2025-11-04,178292826.1096277
2025-11-05,178552801.6251439
2025-11-06,178436962.22557127
2025-11-07,176830313.48489693
2025-11-10,177217015.30097654
2025-11-11,177085002.5679803
2025-11-12,175339710.4294402
2025-11-13,175287958.91993397
2025-11-14,175047797.989107
2025-11-17,177258093.7020584
2025-11-18,176157718.4678917
2025-11-19,177050086.84829414
2025-11-20,178560114.27908945
2025-11-21,177240967.93947524
2025-11-24,178504830.09044546
2025-11-25,178202170.51335645
2025-11-26,177387179.19502503
2025-11-28,177607511.55548593
2025-12-01,178153721.86534518
2025-12-02,178383060.61529747
2025-12-03,177503577.9759352
2025-12-04,178231892.10459512
2025-12-05,178504101.0346732
2025-12-08,177959891.1164078
2025-12-09,177150508.231472
2025-12-10,176819224.66266283
2025-12-11,177528363.9374493
2025-12-12,179964871.9611318
2025-12-15,180815971.26690584
2025-12-16,182155674.9001571
2025-12-17,181890478.09918582
2025-12-18,182790370.11956638
2025-12-19,182053860.100819
2025-12-22,181909217.68047363
2025-12-23,182461122.06036663
2025-12-24,182384250.67131597
2025-12-26,181872263.1828398
2025-12-29,181189131.13937026
2025-12-30,181401086.18064862
2025-12-31,182115952.2407753
2026-01-02,180153328.83225104
2026-01-05,180606905.85580778
2026-01-06,178648315.42150605
2026-01-07,179777418.64089036
2026-01-08,179549969.25631762
2026-01-09,178559369.79462272
2026-01-12,177838286.5698571
2026-01-13,176011671.3550403
2026-01-14,175210652.90156537
2026-01-15,174998540.057334
2026-01-16,175023302.6942848
2026-01-20,174947155.6565092
2026-01-21,173222286.42796677
2026-01-22,175494842.7039609
2026-01-23,177023483.8707724
2026-01-26,176997024.55906188
2026-01-27,177488259.2473005
2026-01-28,178166367.83175862
2026-01-29,179157276.2143809
2026-01-30,179072184.15890807
2026-02-02,178857682.9428196
2026-02-03,179130862.00447518
2026-02-04,178197590.05289215
2026-02-05,178247997.73221874
2026-02-06,175148979.8571122
2026-02-09,175219614.29695284
2026-02-10,175352540.813061
2026-02-11,174160476.70232457
2026-02-12,174360796.9531245
2026-02-13,171708208.36309978
2026-02-17,172400659.48729837
2026-02-18,172637743.17843032
2026-02-19,173083266.27648544
2026-02-20,173584906.1264375
2026-02-23,172223475.96268153
2026-02-24,172160250.66747907
2026-02-25,173257313.21676713
2026-02-26,172778595.93574542
2026-02-27,171967357.68528116
2026-03-02,172600185.39214662
2026-03-03,174493699.84527895
2026-03-04,174621916.5498079
2026-03-05,175205062.3904876
2026-03-06,175647512.4798631
2026-03-09,175139141.3274018
2026-03-10,176197639.76826704
2026-03-11,176535873.92998815
2026-03-12,177064956.17648327
2026-03-13,176169895.57624096
2026-03-16,176268409.01137203
2026-03-17,175764541.81058758
2026-03-18,176563769.9449942
2026-03-19,175639181.50590336
2026-03-20,172718602.6389072
