Date,combined_nav
2025-04-16,157236187.65538505
2025-04-17,156567006.64789063
2025-04-21,157054727.63283655
2025-04-22,156461902.57934174
2025-04-23,157348639.6196251
2025-04-24,156794949.23055655
2025-04-25,158843624.4037126
2025-04-28,158446029.00601742
2025-04-29,158320357.9637064
2025-04-30,157376647.74484697
2025-05-01,159084558.8503404
2025-05-02,158256378.54029924
2025-05-05,158313547.88575438
2025-05-06,158677056.53774434
2025-05-07,157835470.13861728
2025-05-08,158353799.66275245
2025-05-09,159097705.9008613
2025-05-12,159755071.3199873
2025-05-13,160827275.8343886
2025-05-14,163027374.1097827
2025-05-15,161442611.59733874
2025-05-16,160859859.80423218
2025-05-19,160331073.47653717
