Date,port_pnl
2022-02-09,1983083.9482067525
2022-02-10,-2168875.222102985
2022-02-11,-3112920.5578975827
2022-02-14,273324.75608576834
2022-02-15,2586770.5065369755
2022-02-16,30636.00270844996
2022-02-17,-3387107.4489176422
2022-02-18,-1288832.57591708
2022-02-22,-1315669.3678648174
2022-02-23,-2752673.907973066
2022-02-24,2550931.7089166194
2022-02-25,1730136.1491425335
2022-02-28,316674.7771998942
2022-03-01,-2019979.7735319287
2022-03-02,1485733.3270933926
2022-03-03,-1380414.928377971
2022-03-04,-1698892.8467941433
2022-03-07,-3880402.6467243135
2022-03-08,-19629.976614564657
2022-03-09,3658455.59121421
2022-03-10,-632347.4039358497
2022-03-11,-2073388.144794941
2022-03-14,-1209121.1849429756
2022-03-15,3305360.7681711763
2022-03-16,3466927.7537661195
2022-03-17,1413723.9739895165
2022-03-18,2459740.0524479747
2022-03-21,36861.09436611831
2022-03-22,2107602.6118223667
2022-03-23,-1169961.7612372935
2022-03-24,2379255.120486796
2022-03-25,256863.5820659101
2022-03-28,1790665.9485083222
2022-03-29,1400403.9621359706
2022-03-30,-1023893.9020599276
2022-03-31,-1980404.7036377043
2022-04-01,303949.54265481234
2022-04-04,2274923.3294816613
2022-04-05,-2129947.399262488
2022-04-06,-2922444.700008586
2022-04-07,-211808.56946477294
2022-04-08,-1253075.2193858176
2022-04-11,-2809534.0038099736
2022-04-12,-550373.7714347988
2022-04-13,1370998.431771949
2022-04-14,-2251623.897409469
2022-04-18,696879.0311164856
2022-04-19,2196355.6324528456
2022-04-20,-1830620.5654882789
2022-04-21,-1923148.896363452
2022-04-22,-2490148.733145848
2022-04-25,1268200.8539586216
2022-04-26,-4298396.104104742
2022-04-27,-76803.87253853679
2022-04-28,4153166.797665119
2022-04-29,-4184044.5689315796
2022-05-02,1706314.7789382488
2022-05-03,232905.7992476374
2022-05-04,3165811.2529424876
2022-05-05,-5186629.320667535
2022-05-06,-738398.2944048196
2022-05-09,-3910445.565385133
2022-05-10,796666.8871326447
2022-05-11,-2662346.0007780045
2022-05-12,-547954.923053354
2022-05-13,3065412.473092541
2022-05-16,-1114448.248419419
2022-05-17,2523684.240841344
2022-05-18,-4073371.7141049206
2022-05-19,-608382.2657167017
2022-05-20,-603367.7756057829
2022-05-23,2215892.53468211
2022-05-24,-2530034.3528771102
2022-05-25,1284536.6831788123
2022-05-26,2578568.344660625
2022-05-27,2949131.5787237585
2022-05-31,226684.11770696938
2022-06-01,-835495.1810602695
2022-06-02,2670697.8572214544
2022-06-03,-2902414.4229789823
2022-06-06,683174.5450918376
2022-06-07,526231.9070677757
2022-06-08,-460491.73100183904
2022-06-09,-2712027.179136947
2022-06-10,-3445981.5937399417
2022-06-13,-3949010.1057490706
2022-06-14,105455.21480490267
2022-06-15,2414473.9496670216
2022-06-16,-3171012.94759427
2022-06-17,865217.5645757914
2022-06-21,2308608.441314012
2022-06-22,-175048.77040608227
2022-06-23,951878.6456971467
2022-06-24,3414346.766803086
2022-06-27,-845816.7516769022
2022-06-28,-3111880.232588753
2022-06-29,139434.7902006507
2022-06-30,-1439268.7161823213
2022-07-01,450341.4204685241
2022-07-05,1740289.579624921
2022-07-06,448513.5467545241
2022-07-07,2019439.7216742784
2022-07-08,138139.7571697384
2022-07-11,-2177266.373308286
2022-07-12,-785816.8060891777
2022-07-13,-84063.70429682732
2022-07-14,-167624.02977366745
2022-07-15,1804941.8866046965
2022-07-18,-514336.0030988604
2022-07-19,2534215.377132818
2022-07-20,1342441.6648478657
2022-07-21,1589748.029924333
2022-07-22,-2031530.8057091534
2022-07-25,-575080.8317444324
2022-07-26,-2080101.612189874
2022-07-27,3749542.503077224
2022-07-28,359063.0022340715
2022-07-29,2137488.8060803562
2022-08-01,-194785.7930443436
2022-08-02,-508647.62347109616
2022-08-03,2357319.6629169136
2022-08-04,499850.0338535011
2022-08-05,-782674.3706607372
2022-08-08,-829723.5297952145
2022-08-09,-825288.7266565561
2022-08-10,2800924.0944853276
2022-08-11,-772497.0365974754
2022-08-12,1835682.6638872474
2022-08-15,899755.0404988676
2022-08-16,14826.104807168245
2022-08-17,-1091715.996452257
2022-08-18,97766.82393169403
2022-08-19,-2011185.8800931275
2022-08-22,-2345510.238514334
2022-08-23,-136588.25815598667
2022-08-24,142375.96861824393
2022-08-25,1790584.137209341
2022-08-26,-3908921.9030010104
2022-08-29,-965350.5194734782
2022-08-30,-905833.3840805292
2022-08-31,-513723.3735295683
2022-09-01,48579.353801861405
2022-09-02,-1391084.4224779904
2022-09-06,-351027.70828685164
2022-09-07,1504167.3775409758
2022-09-08,584952.6944735944
2022-09-09,1967697.3838178366
2022-09-12,1010760.4808995277
2022-09-13,-5087703.655051425
2022-09-14,613843.2956153154
2022-09-15,-941474.3674398959
2022-09-16,-344009.67898492515
2022-09-19,681264.4139593095
2022-09-20,-796180.3626003265
2022-09-21,-1634729.8665402383
2022-09-22,-726260.9635473043
2022-09-23,-1333897.0075020492
2022-09-26,-712014.1359968632
2022-09-27,-109198.82843029499
2022-09-28,1570605.9480179697
2022-09-29,-2314739.5655125678
2022-09-30,-1120398.6674904376
2022-10-03,1084123.6583093405
2022-10-04,2452730.5680538416
2022-10-05,-365743.57906362414
2022-10-06,-719146.3469513059
2022-10-07,-3090434.428455293
2022-10-10,-643057.9959291965
2022-10-11,-1169261.7050807476
2022-10-12,43412.709074899554
2022-10-13,2048340.3477080315
2022-10-14,-2271076.844652176
2022-10-17,3175872.845922366
2022-10-18,608516.3843040317
2022-10-19,-338940.5835535377
2022-10-20,-497051.8277871609
2022-10-21,1835652.1138477325
2022-10-24,509845.7445924729
2022-10-25,1961534.140275836
2022-10-26,-1941939.8717873245
2022-10-27,-2664136.500447005
2022-10-28,1717278.1600408256
2022-10-31,-1314803.6602430642
2022-11-01,-733801.1758085638
2022-11-02,-2644325.985767022
2022-11-03,-1259520.2407863736
2022-11-04,1252044.3101664335
2022-11-07,787951.139156267
2022-11-08,77117.16133494675
2022-11-09,-1862816.9544348717
2022-11-10,5898483.228097096
2022-11-11,1184412.808813855
2022-11-14,-521276.9731865078
2022-11-15,989726.4287071526
2022-11-16,-1049094.1441779137
2022-11-17,-466421.69422511756
2022-11-18,-210789.80640423298
2022-11-21,-1356301.1826594174
2022-11-22,1272247.8484006077
2022-11-23,1385411.176856771
2022-11-25,-396758.66795641184
2022-11-28,-1103777.2045330405
2022-11-29,-557020.4737660885
2022-11-30,4046840.0374617875
2022-12-01,97684.4380080998
2022-12-02,-123719.64959701896
2022-12-05,-1691037.7839499563
2022-12-06,-2071641.1631403118
2022-12-07,-486728.08123633265
2022-12-08,970511.9357854128
2022-12-09,-181368.77577340603
2022-12-12,641263.5559055656
2022-12-13,855868.6007597744
2022-12-14,-536815.6578722149
2022-12-15,-2406261.801367104
2022-12-16,-840113.4625699371
2022-12-19,-1192354.183524698
2022-12-20,-338975.04753005505
2022-12-21,1027607.1496400535
2022-12-22,-2359770.6608368307
2022-12-23,194971.91529087722
2022-12-27,-1913629.605451271
2022-12-28,-435600.08270032704
2022-12-29,2159206.916818723
2022-12-30,40967.58078080416
2023-01-03,-729596.5488262177
2023-01-04,697314.4519042075
2023-01-05,-1223985.1378985643
2023-01-06,1797413.3700165302
2023-01-09,875217.7176525593
2023-01-10,761365.2006439269
2023-01-11,1500843.053860426
2023-01-12,566709.5075719506
2023-01-13,701086.1554044634
2023-01-17,564558.0857540816
2023-01-18,-1190692.322665587
2023-01-19,-376686.29047994316
2023-01-20,2332874.3495566696
2023-01-23,1998337.3703014553
2023-01-24,-117746.95792476833
2023-01-25,-125724.45753215253
2023-01-26,2200020.167326048
2023-01-27,2199801.862789303
2023-01-30,-2525141.033081904
2023-01-31,1401525.706841424
2023-02-01,1880760.9638851136
2023-02-02,4636685.0327504575
2023-02-03,-1190822.852744773
2023-02-06,-329268.24459049106
2023-02-07,1981101.910175234
2023-02-08,-1357308.4329200983
2023-02-09,-960507.9147568345
2023-02-10,-1174433.1440455616
2023-02-13,1206338.210338831
2023-02-14,1200263.866290763
2023-02-15,292235.82651136816
2023-02-16,-2134467.9746804237
2023-02-17,-228267.21373705566
2023-02-21,-2137346.294739157
2023-02-22,127973.18383826315
2023-02-23,1506090.1218350083
2023-02-24,-1277111.254312843
2023-02-27,805974.3992820978
2023-02-28,21893.136591538787
2023-03-01,-953382.3309170902
2023-03-02,74594.58342632651
2023-03-03,2378924.2521105707
2023-03-06,88094.59090182185
2023-03-07,-1257725.5001463294
2023-03-08,66473.381483078
2023-03-09,-2059914.1932288557
2023-03-10,-712855.2794579566
2023-03-13,484616.3187983483
2023-03-14,2769337.9225089997
2023-03-15,115575.76816529036
2023-03-16,2466132.994087547
2023-03-17,-921918.1677157432
2023-03-20,296133.9144206345
2023-03-21,2185867.169906363
2023-03-22,-1260575.0043875575
2023-03-23,1041199.1670307815
2023-03-24,-156689.4025758952
2023-03-27,-346683.2084262669
2023-03-28,-670593.8229989558
2023-03-29,1549893.9891608655
2023-03-30,586288.8532504886
2023-03-31,1920587.8428829014
2023-04-03,-201950.44867691398
2023-04-04,-148558.04191584885
2023-04-05,-716390.8860675395
2023-04-06,855013.7248265147
2023-04-10,-284347.56650054455
2023-04-11,-531676.1836271733
2023-04-12,-876730.0789527446
2023-04-13,2132121.761130944
2023-04-14,872446.2069417089
2023-04-17,-20484.72021061182
2023-04-18,-222469.53585886955
2023-04-19,65851.89889365435
2023-04-20,-1308049.0619699806
2023-04-21,222840.87417915463
2023-04-24,-292160.27639088035
2023-04-25,-1702909.0669983476
2023-04-26,451493.60955771804
2023-04-27,3343666.9442962557
2023-04-28,536138.720783174
2023-05-01,185420.27579581738
2023-05-02,-882532.9689619094
2023-05-03,-674526.1188276261
2023-05-04,-481221.29772236943
2023-05-05,2225898.4199689627
2023-05-08,457085.0294416398
2023-05-09,-541761.4595487267
2023-05-10,1024234.9234487116
2023-05-11,704549.5389680862
2023-05-12,-728573.1224288493
2023-05-15,389730.7341425568
2023-05-16,445668.82082252204
2023-05-17,1736781.7793080956
2023-05-18,1643010.4545823783
2023-05-19,-176328.4946078062
2023-05-22,472203.59702704847
2023-05-23,-1371096.0153515488
2023-05-24,-327148.17477339506
2023-05-25,3179343.813858956
2023-05-26,2266298.1531414986
2023-05-30,786569.1718203425
2023-05-31,-756945.2547153085
2023-06-01,2021315.875368178
2023-06-02,1095034.405859217
2023-06-05,130249.82337860763
2023-06-06,245268.37097500265
2023-06-07,-1817328.6676783562
2023-06-08,1332712.2841351628
2023-06-09,581283.7886385024
2023-06-12,1587690.0395521522
2023-06-13,934562.601817146
2023-06-14,673736.7916834056
2023-06-15,1334719.9770063162
2023-06-16,-175981.93514680862
2023-06-20,715236.0017941743
2023-06-21,-1492973.813840434
2023-06-22,1452566.9223067462
2023-06-23,-757572.1412519515
2023-06-26,-2673251.902341455
2023-06-27,1690326.8980400562
2023-06-28,239195.57489968836
2023-06-29,413235.17215146124
2023-06-30,1983818.8464397043
2023-07-03,592690.7031794786
2023-07-05,517911.62944339216
2023-07-06,-841532.5645050555
2023-07-07,-374880.7545469403
2023-07-10,-831946.7250293344
2023-07-11,679603.1304907203
2023-07-12,1673779.5577590466
2023-07-13,2258769.870497793
2023-07-14,209196.4491789043
2023-07-17,1044763.4951937795
2023-07-18,628599.4453157336
2023-07-19,14982.254210755229
2023-07-20,-2503692.725434929
2023-07-21,-857256.144873321
2023-07-24,898454.1155648828
2023-07-25,493828.2580688596
2023-07-26,287385.290618822
2023-07-27,-255845.70196714997
2023-07-28,2569856.3257104307
2023-07-31,-426036.5585643649
2023-08-01,-375970.6265896112
2023-08-02,-2546849.4035557657
2023-08-03,409315.17312568426
2023-08-04,-3253.865381270647
2023-08-07,1212453.9147472233
2023-08-08,-904034.7356807888
2023-08-09,-1957383.7255408466
2023-08-10,166643.56254725158
2023-08-11,-632990.6795286536
2023-08-14,1584598.2398101836
2023-08-15,-1550975.8412866145
2023-08-16,-1321189.3445653468
2023-08-17,-1123645.504580304
2023-08-18,-587341.7335988432
2023-08-21,2347163.038925454
2023-08-22,-463203.2278480679
2023-08-23,1718040.1802330613
2023-08-24,-1866728.103442043
2023-08-25,798603.8270645142
2023-08-28,603095.4961124212
2023-08-29,2802129.20101209
2023-08-30,319961.74867382646
2023-08-31,48053.912659451365
2023-09-01,-633466.8684445322
2023-09-05,608134.9220863432
2023-09-06,-1556507.4967090487
2023-09-07,-317361.50380919874
2023-09-08,41452.2975063473
2023-09-11,2381455.5013456047
2023-09-12,-1090633.6255063862
2023-09-13,983871.4832826704
2023-09-14,728448.625678137
2023-09-15,-1994452.2541142702
2023-09-18,186478.44733534753
2023-09-19,-214605.60174113512
2023-09-20,-1942404.2888915986
2023-09-21,-2223129.6525292993
2023-09-22,-534073.1835351586
2023-09-25,669006.1249545366
2023-09-26,-1860439.3731523305
2023-09-27,-44939.70329847932
2023-09-28,1127419.1306506842
2023-09-29,-128895.75578090549
2023-10-02,1480248.743754983
2023-10-03,-1969806.192184627
2023-10-04,1933631.1529842168
2023-10-05,366900.16570046544
2023-10-06,1883197.7615279257
2023-10-09,250048.17397904396
2023-10-10,612586.8380304724
2023-10-11,967660.6965098232
2023-10-12,-324659.30743426085
2023-10-13,-1454154.1293456256
2023-10-16,1282841.1738007069
2023-10-17,-666012.9362145066
2023-10-18,-2505317.0085445046
2023-10-19,-1514685.2046667784
2023-10-20,-1744981.5000570416
2023-10-23,579530.0791138858
2023-10-24,976449.3524173945
2023-10-25,-2683479.669456646
2023-10-26,-2777179.3092868626
2023-10-27,603665.52817294
2023-10-30,1336892.8965037167
2023-10-31,430847.7470584661
2023-11-01,2304921.1887307614
2023-11-02,2055281.2349396795
2023-11-03,1139933.4692352563
2023-11-06,817801.2184651941
2023-11-07,945103.7874342501
2023-11-08,379642.6085731089
2023-11-09,-1302313.9878830165
2023-11-10,2304869.342480734
2023-11-13,218390.63685066998
2023-11-14,2315492.6086783707
2023-11-15,136669.5889570117
2023-11-16,517952.7875958979
2023-11-17,7237.637634173036
2023-11-20,1243198.7584437877
2023-11-21,-63144.683371037245
2023-11-22,164270.2883065641
2023-11-24,-374126.5470840782
2023-11-27,-25655.915407970548
2023-11-28,806110.3909094483
2023-11-29,-593241.7677998394
2023-11-30,-491966.57432438433
2023-12-01,152433.3378790021
2023-12-04,-1393162.3668878078
2023-12-05,1084305.9778249264
2023-12-06,-1075476.6300178766
2023-12-07,1903415.864345491
2023-12-08,675053.3985038698
2023-12-11,-1149370.55321908
2023-12-12,1009777.5335287452
2023-12-13,827765.6684078872
2023-12-14,319245.67606663704
2023-12-15,675238.8539242744
2023-12-18,1348618.0680914521
2023-12-19,846929.2439433038
2023-12-20,-1717061.16776523
2023-12-21,1556247.8088101149
2023-12-22,-152581.9692349434
2023-12-26,521744.4062048644
2023-12-27,351970.36408281326
2023-12-28,-143187.89227204025
2023-12-29,-625484.9844155014
2024-01-02,-1256874.9032865465
2024-01-03,-929085.2073702216
2024-01-04,-500074.41172108054
2024-01-05,494163.6340367943
2024-01-08,2570171.6850169897
2024-01-09,229387.51564736664
2024-01-10,1474035.6026332825
2024-01-11,-307533.82201200724
2024-01-12,-166899.68687660992
2024-01-16,-205125.28475406766
2024-01-17,-629190.5253486633
2024-01-18,1381001.2686355263
2024-01-19,2030033.7675290406
2024-01-22,-165631.7601712346
2024-01-23,261053.5059017837
2024-01-24,813518.2855942547
2024-01-25,-788468.7668937147
2024-01-26,-344229.2409079969
2024-01-29,1866109.026046425
2024-01-30,-188369.80439981818
2024-01-31,-3217189.295351103
2024-02-01,1519009.9618704468
2024-02-02,4615299.862602234
2024-02-05,-512607.55285272
2024-02-06,314159.87145388126
2024-02-07,1725967.1531209946
2024-02-08,-377962.04545775056
2024-02-09,1776649.264309764
2024-02-12,-878289.6671302617
2024-02-13,-1798192.7608664334
2024-02-14,1598107.8264062703
2024-02-15,1111534.5326943398
2024-02-16,-1018355.4070986211
2024-02-20,-1340503.5144992769
2024-02-21,129438.47196546197
2024-02-22,4832516.63519913
2024-02-23,-389390.3822157681
2024-02-26,-442129.8988146782
2024-02-27,239219.98783391714
2024-02-28,-241490.065908432
2024-02-29,1077479.2651007473
2024-03-01,986486.3129558861
2024-03-04,-1715470.09408167
2024-03-05,-1767055.2060828805
2024-03-06,74586.77943047881
2024-03-07,1827051.899200797
2024-03-08,-1029749.4976758659
2024-03-11,-464296.7771551609
2024-03-12,2692527.3850532174
2024-03-13,-860285.3007862568
2024-03-14,-503575.68084317446
2024-03-15,-1105362.1267876923
2024-03-18,2310857.709638834
2024-03-19,471443.1289726496
2024-03-20,1750072.8363167346
2024-03-21,-311971.91698375344
2024-03-22,184873.75558033586
2024-03-25,-489145.4389654696
2024-03-26,-264545.66418245435
2024-03-27,608341.5786584318
2024-03-28,-607479.2517581582
2024-04-01,449404.17077073455
2024-04-02,-1013339.3756860793
2024-04-03,117578.77521726489
2024-04-04,-1347470.3628304899
2024-04-05,1510584.1879041493
2024-04-08,484828.67035472393
2024-04-09,247989.3024969101
2024-04-10,-787287.6621453464
2024-04-11,2205127.422825247
2024-04-12,-2558813.1215538085
2024-04-15,-2810380.1702478826
2024-04-16,-937453.9952999651
2024-04-17,-1083451.9355460107
2024-04-18,-509800.9531342685
2024-04-19,-2661407.326476842
2024-04-22,1196962.0345935822
2024-04-23,2189311.8380384743
2024-04-24,1254894.1344816089
2024-04-25,-1196605.1272256672
2024-04-26,2826372.9193010926
2024-04-29,1609001.1064865887
2024-04-30,-3138572.5207407773
2024-05-01,618768.4533679187
2024-05-02,1563158.966314584
2024-05-03,2190046.491594255
2024-05-06,1954067.3367291987
2024-05-07,-344036.471581161
2024-05-08,70461.99710205197
2024-05-09,266662.9645293951
2024-05-10,-158377.5683056116
2024-05-13,384881.49077144265
2024-05-14,1248503.920326054
2024-05-15,1475019.5226731598
2024-05-16,-216971.96884310246
2024-05-17,332579.4084415436
2024-05-20,-657189.3257600665
2024-05-21,1413163.6121967137
2024-05-22,-573047.7614177763
2024-05-23,-605152.7622511983
2024-05-24,1769120.1298133433
2024-05-28,602262.7533940673
2024-05-29,-395179.1874807179
2024-05-30,-1262373.0576229692
2024-05-31,159051.6946181953
2024-06-03,1180864.9390229285
2024-06-04,224384.89336419106
2024-06-05,1900975.3627090156
2024-06-06,547061.7019149661
2024-06-07,232977.45057535172
2024-06-10,22862.67765006423
2024-06-11,757554.2291921973
2024-06-12,1419357.0028633773
2024-06-13,718381.5969545543
2024-06-14,-65080.82992088795
2024-06-17,1585538.553710699
2024-06-18,-158294.74673715234
2024-06-20,-193370.54922413826
2024-06-21,-250501.10290148854
2024-06-24,-1021779.4939339459
2024-06-25,2117899.336404234
2024-06-26,1791810.6824728847
2024-06-27,176546.82274246216
2024-06-28,-1608950.4246723354
2024-07-01,2659133.79020828
2024-07-02,2950946.2652861476
2024-07-03,1876454.7342708707
2024-07-05,2235543.550052762
2024-07-08,-391608.85042369366
2024-07-09,1228989.3508395553
2024-07-10,1627536.9965926707
2024-07-11,-4941574.44855687
2024-07-12,398303.68793073297
2024-07-15,905965.0140173137
2024-07-16,-35961.85808607936
2024-07-17,-2901560.719631195
2024-07-18,-1026091.6686099172
2024-07-19,-1566332.5276413262
2024-07-22,2645412.420472473
2024-07-23,-294219.22591772676
2024-07-24,-6941148.601204902
2024-07-25,-962854.5578586459
2024-07-26,1746026.3246970475
2024-07-29,892969.6282981634
2024-07-30,-1343234.2277458608
2024-07-31,3426950.6313459873
2024-08-01,-2086873.7661081254
2024-08-02,-3629026.757671207
2024-08-05,-5931034.663400888
2024-08-06,1635556.3758763373
2024-08-07,-1447892.7501052916
2024-08-08,3745197.386905372
2024-08-09,1117513.695252031
2024-08-12,351020.114844501
2024-08-13,3300851.6347976625
2024-08-14,-275855.6099148989
2024-08-15,3713332.080537826
2024-08-16,451739.40633264184
2024-08-19,1955649.995197326
2024-08-20,-185008.83088731766
2024-08-21,690846.1280211508
2024-08-22,-2484417.848031312
2024-08-23,2151064.5669086576
2024-08-26,-1168531.4104250073
2024-08-27,-241832.03205361962
2024-08-28,-1255130.8426320553
2024-08-29,-189319.32167062163
2024-08-30,2322447.9620306194
2024-09-03,-3822328.4225102663
2024-09-04,-21488.711519747972
2024-09-05,1219974.49392879
2024-09-06,-4629487.240018278
2024-09-09,2351868.345703244
2024-09-10,864847.19920519
2024-09-11,2756201.501786828
2024-09-12,1668397.3485860229
2024-09-13,392625.42134457827
2024-09-16,-183298.84715551138
2024-09-17,684569.647811681
2024-09-18,-582772.1470009387
2024-09-19,3948125.119879812
2024-09-20,-522522.89805677533
2024-09-23,958536.0909277797
2024-09-24,-85677.72336277366
2024-09-25,1544.5185002088547
2024-09-26,119615.45371299982
2024-09-27,53065.90693894029
2024-09-30,856188.364569664
2024-10-01,-1782890.2603129148
2024-10-02,-788351.2267717421
2024-10-03,-316164.47903317213
2024-10-04,2592855.816470504
2024-10-07,-2543009.94923383
2024-10-08,2109839.8088853657
2024-10-09,469674.1312813759
2024-10-10,-48785.10634160042
2024-10-11,-212491.2123427093
2024-10-14,1131716.9993569255
2024-10-15,-406978.28634774685
2024-10-16,659418.9242048264
2024-10-17,256098.42215552926
2024-10-18,723902.9674765468
2024-10-21,96841.07170373201
2024-10-22,642124.580968529
2024-10-23,-2460718.141390741
2024-10-24,4018725.3944592476
2024-10-25,920875.098541081
2024-10-28,369806.738481462
2024-10-29,630033.1435389221
2024-10-30,714467.0092711449
2024-10-31,-4766486.925840318
2024-11-01,1476525.6384273171
2024-11-04,-1496581.802451551
2024-11-05,2339048.188308656
2024-11-06,7858135.559264064
2024-11-07,1891192.9717992246
2024-11-08,758092.9683975577
2024-11-11,1162191.613162458
2024-11-12,-464249.66154399514
2024-11-13,220921.48965096474
2024-11-14,-1548077.5609962642
2024-11-15,-2067509.46695292
2024-11-18,1532227.065541923
2024-11-19,1837821.0482310653
2024-11-20,-1074358.3322120905
2024-11-21,-779747.2108390927
2024-11-22,87747.16715997458
2024-11-25,141840.86096304655
2024-11-26,1616276.4364017546
2024-11-27,-799054.2885641754
2024-11-29,1609306.6767024696
2024-12-02,2175826.437887311
2024-12-03,445336.77071771026
2024-12-04,1553497.8769681752
2024-12-05,705698.8320183456
2024-12-06,2227177.877470076
2024-12-09,-766215.6601575911
2024-12-10,1315716.9463671744
2024-12-11,3700844.125337392
2024-12-12,-1168630.2309343219
2024-12-13,-402273.0773358643
2024-12-16,2314558.8201440573
2024-12-17,782917.4125368893
2024-12-18,-6914644.687206686
2024-12-19,798805.2983659506
2024-12-20,1064936.7409191132
2024-12-23,2149727.27776137
2024-12-24,3344365.4719349444
2024-12-26,-717904.0742363632
2024-12-27,-3115599.123270333
2024-12-30,-2363737.686167091
2024-12-31,-1691635.993890345
2025-01-02,-860196.1234504282
2025-01-03,3716441.2377099693
2025-01-06,2420859.673260629
2025-01-07,-3085526.918514192
2025-01-08,-691786.7745938003
2025-01-10,-2235546.8387527466
2025-01-13,2904.8827264010906
2025-01-14,-924734.8720455468
2025-01-15,5769968.120916337
2025-01-16,-2038071.230979085
2025-01-17,2823258.3132326603
2025-01-21,1126000.7810608745
2025-01-22,1625992.6490707695
2025-01-23,1030627.2962201238
2025-01-24,-525354.4930233955
2025-01-27,-2928459.8016755283
2025-01-28,3936525.7269951403
2025-01-29,-1291165.2592750788
2025-01-30,795918.0500188768
2025-01-31,-253421.6987184584
2025-02-03,-2405312.8055126965
2025-02-04,2636909.5699006617
2025-02-05,-1008095.7530929148
2025-02-06,1282299.2486580908
2025-02-07,-2807571.8244005144
2025-02-10,654655.5682871938
2025-02-11,-535090.1775770187
2025-02-12,94093.88980585337
2025-02-13,3310486.910924107
2025-02-14,436218.73022285104
2025-02-18,-447170.26995018125
2025-02-19,686528.1748227179
2025-02-20,-1662423.8265812397
2025-02-21,-3602007.023130417
2025-02-24,-1942369.1177656054
2025-02-25,-3129584.812769711
2025-02-26,-498171.3438414335
2025-02-27,-3877444.640555382
2025-02-28,3820035.195207298
2025-03-03,-4449988.326492399
2025-03-04,-2250032.9606289268
2025-03-05,2495175.8752728403
2025-03-06,-4726787.120885223
2025-03-07,227036.5573810041
2025-03-10,-8258692.760074347
2025-03-11,-230083.8455349207
2025-03-12,2860914.247123599
2025-03-13,-3560930.106691867
2025-03-14,4286677.58573547
2025-03-17,-1274071.3499143422
2025-03-18,-2998218.7805689275
2025-03-19,2645722.8851778507
2025-03-20,-92862.40313079953
2025-03-21,1985686.5881310105
2025-03-24,5632785.520475775
2025-03-25,1675150.494844377
2025-03-26,-3992251.797552973
2025-03-27,-378056.1387846172
2025-03-28,-5133334.964935571
2025-03-31,282928.2362470329
2025-04-01,415155.6967909336
