,value
Annualized Return,0.16787275494384257
Annualized Volatility,0.14523147566207142
Sharpe Ratio,1.1413057432494402
Calmar Ratio,0.6280033018376642
Max Drawdown,-0.2673118986050568
Win Rate,0.5234720992028343
Max Daily Return,0.05991124505137102
Min Daily Return,-0.03914429004839215
Skewness,0.15928018936761124
Kurtosis,2.5196197335534984
Final NAV,200018637.19544262
Total Transaction Cost,230066.6078438469
