Date,nav
2023-03-13,103362802.25840415
2023-03-14,104059543.1273088
2023-03-15,105096683.15624458
2023-03-16,105365276.6025407
2023-03-17,105942650.60543738
2023-03-20,105103570.90203811
2023-03-21,105619914.15276691
2023-03-22,106419075.063149
2023-03-23,107220596.15144973
2023-03-24,106332152.80305462
2023-03-27,105797549.60653399
2023-03-28,105310477.79064423
2023-03-29,105090958.01133229
2023-03-30,104966253.2575406
2023-03-31,105061273.95362352
2023-04-03,104356246.06987841
2023-04-04,104988064.55338857
2023-04-05,104644292.34468359
2023-04-06,105032003.54970415
2023-04-10,104614573.27850498
2023-04-11,104076546.89998771
2023-04-12,103754308.10289294
2023-04-13,104185758.49755119
2023-04-14,105339141.40422577
2023-04-17,104909227.22703119
2023-04-18,104585271.28116125
2023-04-19,104698171.38513365
2023-04-20,104213333.96607503
2023-04-21,104301454.96189032
2023-04-24,103923498.09120512
2023-04-25,104313054.73586991
2023-04-26,105306398.60572198
2023-04-27,106189942.85892501
2023-04-28,105629281.9963693
2023-05-01,105900844.92543083
2023-05-02,106565405.86074518
2023-05-03,106814738.0583846
2023-05-04,107335613.90004748
2023-05-05,107206763.2990189
2023-05-08,107583702.70002389
2023-05-09,107634744.46899453
2023-05-10,108088155.47830632
2023-05-11,109050066.01106647
2023-05-12,108505313.22614565
2023-05-15,108515799.28417638
2023-05-16,109810323.18561837
2023-05-17,110013496.64733899
2023-05-18,110374651.92722325
2023-05-19,110427423.8991061
2023-05-22,110889913.62671009
2023-05-23,110980357.39962167
2023-05-24,111686024.36265616
2023-05-25,113791599.969012
2023-05-26,114364502.29857478
2023-05-30,115093059.56014253
2023-05-31,115110172.51014787
2023-06-01,115943185.90816589
2023-06-02,115144560.0876514
2023-06-05,115495488.79856241
2023-06-06,115464274.09970486
2023-06-07,114141091.9172348
2023-06-08,114713198.6196604
2023-06-09,115087909.18188807
2023-06-12,115469763.68608616
2023-06-13,115473234.46807696
2023-06-14,116088500.99903806
2023-06-15,115714920.50332284
2023-06-16,116104504.0790971
2023-06-20,117430617.77801389
2023-06-21,116765596.07473963
2023-06-22,117744972.41927887
2023-06-23,118112129.42142889
2023-06-26,116052594.86029398
2023-06-27,116171363.50835927
2023-06-28,116450487.21815354
2023-06-29,116273277.45919454
2023-06-30,116555197.77664176
2023-07-03,117017375.73337086
2023-07-05,117807498.54547335
2023-07-06,118155434.94300014
2023-07-07,118201569.99260764
2023-07-10,117041572.1347295
2023-07-11,116774076.70065013
2023-07-12,117344829.4399055
2023-07-13,118433149.28345044
2023-07-14,118859634.95921564
2023-07-17,119352634.95574637
2023-07-18,118880653.8283549
2023-07-19,118596641.7726027
2023-07-20,117118919.9554472
2023-07-21,116288073.39645815
2023-07-24,116578005.2350112
2023-07-25,116666213.7163387
2023-07-26,116977120.91873688
2023-07-27,117723402.188147
2023-07-28,118920666.09178084
2023-07-31,118237805.25141889
2023-08-01,118290437.53651483
2023-08-02,117817970.20919806
2023-08-03,118726713.06783196
2023-08-04,119490043.6653335
2023-08-07,119414809.55058454
2023-08-08,119134986.43458876
2023-08-09,118241689.51201048
2023-08-10,118407551.04706
2023-08-11,117937854.66193338
2023-08-14,118701419.25535676
2023-08-15,118834352.36165643
2023-08-16,118614953.73098387
2023-08-17,118640781.64640024
2023-08-18,118112346.18614838
2023-08-21,119491108.18991557
2023-08-22,119457765.47347109
2023-08-23,119628340.90096124
2023-08-24,119737193.478137
2023-08-25,119621159.3251549
2023-08-28,119317629.60857223
2023-08-29,120027716.37826002
2023-08-30,119781879.81189325
2023-08-31,120096790.9161643
2023-09-01,119288401.91781133
2023-09-05,120507731.12692167
2023-09-06,119957617.8256508
2023-09-07,120133987.6184364
2023-09-08,119998176.07741338
2023-09-11,121447957.8249618
2023-09-12,121305602.58085065
2023-09-13,122148492.116043
2023-09-14,121499906.12733865
2023-09-15,121601749.68416287
2023-09-18,121658899.3623361
2023-09-19,121867104.89573078
2023-09-20,121507535.73478189
2023-09-21,122042206.52499333
2023-09-22,121913059.03136066
2023-09-25,121928801.02025226
2023-09-26,122421453.9504374
2023-09-27,122422618.14320447
2023-09-28,122665832.53329639
2023-09-29,122977558.90161881
2023-10-02,124498450.83242674
2023-10-03,124717540.88193382
2023-10-04,125435063.19114882
2023-10-05,126057828.51912698
2023-10-06,126073678.33894359
2023-10-09,125323432.36547357
2023-10-10,125099450.3018243
2023-10-11,125394168.46404643
2023-10-12,126143761.78796495
2023-10-13,125546910.30068584
2023-10-16,125220720.12270701
2023-10-17,124529144.08019023
2023-10-18,124214606.21393009
2023-10-19,124144793.28151304
2023-10-20,124404582.74773467
2023-10-23,125229537.36834419
2023-10-24,125121378.9428524
2023-10-25,124701517.14944685
2023-10-26,123886183.68408018
2023-10-27,125175614.62518956
2023-10-30,124747354.60757917
2023-10-31,124205051.28819391
2023-11-01,124898402.02715364
2023-11-02,124022006.81625307
2023-11-03,123682445.565319
2023-11-06,124194542.64973985
2023-11-07,124705161.23498607
2023-11-08,124955441.25503106
2023-11-09,125023366.95133811
2023-11-10,124817587.62471972
2023-11-13,125228283.86300227
2023-11-14,124391672.76177254
2023-11-15,124225213.80745974
2023-11-16,124595024.44652554
2023-11-17,124446624.14410126
2023-11-20,124411100.65539986
2023-11-21,124751698.32046795
2023-11-22,124328150.75597417
2023-11-24,123918072.53999323
2023-11-27,124158886.1127609
2023-11-28,124888884.66819744
2023-11-29,124434859.6962185
2023-11-30,123302214.21887356
2023-12-01,122573354.52548832
2023-12-04,122074231.32104613
2023-12-05,123210109.68315008
2023-12-06,122835338.9630767
2023-12-07,123500203.69999523
2023-12-08,123518109.40906125
2023-12-11,121768062.41960028
2023-12-12,122153496.2225143
2023-12-13,120874259.7683823
2023-12-14,120752736.80354802
2023-12-15,121624271.58191486
2023-12-18,122140270.90280956
2023-12-19,122080745.42601854
2023-12-20,122706141.81821796
2023-12-21,122699699.46808827
2023-12-22,122265726.20369746
2023-12-26,122130820.85558529
2023-12-27,122200006.51647449
2023-12-28,122098854.25795165
2023-12-29,121881617.06769171
2024-01-02,121714858.61532384
2024-01-03,122139609.94888586
2024-01-04,122204438.64767128
2024-01-05,122523337.13069615
2024-01-08,122881372.60096996
2024-01-09,123391380.45988083
2024-01-10,123948362.64664668
2024-01-11,123799290.71609832
2024-01-12,123600052.90463117
2024-01-16,123992664.43222551
2024-01-17,124268955.6371902
2024-01-18,124319246.32777746
2024-01-19,124412276.6582254
2024-01-22,123865979.89201942
2024-01-23,123661969.42145565
2024-01-24,124373786.93207556
2024-01-25,122750356.0062718
2024-01-26,122639827.96876647
2024-01-29,123231785.16641887
2024-01-30,123160321.570661
2024-01-31,122621533.80943744
2024-02-01,122212974.48806609
2024-02-02,125098298.96467617
2024-02-05,125191906.56995167
2024-02-06,125082674.51922521
2024-02-07,125460220.45900877
2024-02-08,125000482.33552267
2024-02-09,125900621.6149897
2024-02-12,125115939.44376528
2024-02-13,125643458.9557043
2024-02-14,125686084.98905241
2024-02-15,125849241.83043724
2024-02-16,125721231.6039116
2024-02-20,125321427.2498759
2024-02-21,125293403.68429244
2024-02-22,126745932.66399992
2024-02-23,126233944.07506895
2024-02-26,126497089.14675719
2024-02-27,126411755.45189999
2024-02-28,126468962.45028566
2024-02-29,126788061.28484166
2024-03-01,126370640.1986452
2024-03-04,124918295.63558231
2024-03-05,124894116.98073798
2024-03-06,123987836.32638487
2024-03-07,123922878.90440905
2024-03-08,124089079.07173318
2024-03-11,123876231.13729721
2024-03-12,124507057.73360416
2024-03-13,123972479.45185426
2024-03-14,124007250.95715432
2024-03-15,124209470.93303698
2024-03-18,125328839.98931411
2024-03-19,124800908.9792644
2024-03-20,124881422.31506775
2024-03-21,123987254.05891275
2024-03-22,124514201.40900862
2024-03-25,124581263.63910642
2024-03-26,124798515.1591047
2024-03-27,123814727.06067547
2024-03-28,123199409.50570738
2024-04-01,124136633.15801917
2024-04-02,124411796.33334908
2024-04-03,124307816.67376088
2024-04-04,125525571.41650161
2024-04-05,124969373.16465038
2024-04-08,125442923.73943582
2024-04-09,125431360.5037776
2024-04-10,126588722.10223857
2024-04-11,127473111.5367219
2024-04-12,127724496.30250861
2024-04-15,127271505.31765233
2024-04-16,126762444.43290415
2024-04-17,126801301.3810074
2024-04-18,126783628.16722523
2024-04-19,125804464.6940852
2024-04-22,125379749.40807255
2024-04-23,125380410.09650335
2024-04-24,126594200.90467188
2024-04-25,126335776.80227001
2024-04-26,127331173.82520999
2024-04-29,128361941.65258546
2024-04-30,128191594.18360685
2024-05-01,129566912.14476196
2024-05-02,129460838.83222516
2024-05-03,129304655.59073825
2024-05-06,129338578.5013519
2024-05-07,128727393.49506828
2024-05-08,128834014.89195086
2024-05-09,128128548.15438701
2024-05-10,127703008.4821637
2024-05-13,128114956.66890298
2024-05-14,128472214.25426021
2024-05-15,127593515.98960912
2024-05-16,127848488.7694357
2024-05-17,127920791.63154662
2024-05-20,127099639.43161279
2024-05-21,128008287.64328921
2024-05-22,128075083.405968
2024-05-23,129053710.14412539
2024-05-24,129476837.43033662
2024-05-28,129957541.94167879
2024-05-29,131070108.38659646
2024-05-30,130958047.04737133
2024-05-31,129544183.31013077
2024-06-03,130655993.23199692
2024-06-04,130630003.85305923
2024-06-05,130231617.86094272
2024-06-06,130850691.7656477
2024-06-07,131388014.33818941
2024-06-10,130838186.42293051
